,artist,album_name,album_uri,track,release_date,id,song_uri,track_href,analysis_url,type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,Ditto (250 Remix),2023-12-19,6JVXVLqCPaodBSEwRFUN8w,spotify:track:6JVXVLqCPaodBSEwRFUN8w,https://api.spotify.com/v1/tracks/6JVXVLqCPaodBSEwRFUN8w,https://api.spotify.com/v1/audio-analysis/6JVXVLqCPaodBSEwRFUN8w,audio_features,0.796,0.543,9.0,-6.113,1.0,0.0593,0.135,0.0,0.134,0.52,133.75,201867,4
1,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,OMG (FRNK Remix),2023-12-19,4yjDMKCAeLovlo9ih0AgXW,spotify:track:4yjDMKCAeLovlo9ih0AgXW,https://api.spotify.com/v1/tracks/4yjDMKCAeLovlo9ih0AgXW,https://api.spotify.com/v1/audio-analysis/4yjDMKCAeLovlo9ih0AgXW,audio_features,0.759,0.856,10.0,-3.616,1.0,0.0452,0.268,0.0,0.248,0.686,129.039,210400,4
2,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,Attention (250 Remix),2023-12-19,2nW48vXnZZ5EYka46v7GOk,spotify:track:2nW48vXnZZ5EYka46v7GOk,https://api.spotify.com/v1/tracks/2nW48vXnZZ5EYka46v7GOk,https://api.spotify.com/v1/audio-analysis/2nW48vXnZZ5EYka46v7GOk,audio_features,0.727,0.911,10.0,-2.447,1.0,0.034,0.0442,0.0,0.249,0.815,104.984,181400,4
3,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,Hype Boy (250 Remix),2023-12-19,6CUKsv928uT4561qJovhhG,spotify:track:6CUKsv928uT4561qJovhhG,https://api.spotify.com/v1/tracks/6CUKsv928uT4561qJovhhG,https://api.spotify.com/v1/audio-analysis/6CUKsv928uT4561qJovhhG,audio_features,0.767,0.645,0.0,-2.283,1.0,0.0435,0.134,0.000402,0.0853,0.656,86.105,251000,4
4,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,Cookie (FRNK Remix),2023-12-19,5bwpbZBOY0mrmRhZ94c0kW,spotify:track:5bwpbZBOY0mrmRhZ94c0kW,https://api.spotify.com/v1/tracks/5bwpbZBOY0mrmRhZ94c0kW,https://api.spotify.com/v1/audio-analysis/5bwpbZBOY0mrmRhZ94c0kW,audio_features,0.833,0.468,4.0,-6.817,0.0,0.0575,0.55,0.0,0.102,0.78,80.021,212400,4
5,NewJeans,NJWMX,spotify:album:6XRGc3GNodkhSrPwHnx1KX,Hurt (250 Remix),2023-12-19,2gWWYL6iXZKkOqCE3TQHBM,spotify:track:2gWWYL6iXZKkOqCE3TQHBM,https://api.spotify.com/v1/tracks/2gWWYL6iXZKkOqCE3TQHBM,https://api.spotify.com/v1/audio-analysis/2gWWYL6iXZKkOqCE3TQHBM,audio_features,0.653,0.527,10.0,-6.633,0.0,0.0287,0.165,0.000136,0.325,0.943,89.991,224000,4
6,NewJeans,NewJeans 'Super Shy',spotify:album:5V729UqvhwNOcMejx0m55I,New Jeans,2023-07-07,6rdkCkjk6D12xRpdMXy0I2,spotify:track:6rdkCkjk6D12xRpdMXy0I2,https://api.spotify.com/v1/tracks/6rdkCkjk6D12xRpdMXy0I2,https://api.spotify.com/v1/audio-analysis/6rdkCkjk6D12xRpdMXy0I2,audio_features,0.807,0.721,4.0,-6.211,0.0,0.0508,0.51,0.00216,0.115,0.532,134.014,108987,4
7,NewJeans,NewJeans 'Super Shy',spotify:album:5V729UqvhwNOcMejx0m55I,Super Shy,2023-07-07,5sdQOyqq2IDhvmx2lHOpwd,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,https://api.spotify.com/v1/tracks/5sdQOyqq2IDhvmx2lHOpwd,https://api.spotify.com/v1/audio-analysis/5sdQOyqq2IDhvmx2lHOpwd,audio_features,0.776,0.817,5.0,-6.018,0.0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4
8,NewJeans,NewJeans 'OMG',spotify:album:45ozep8uHHnj5CCittuyXj,OMG,2023-01-02,65FftemJ1DbbZ45DUfHJXE,spotify:track:65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/tracks/65FftemJ1DbbZ45DUfHJXE,https://api.spotify.com/v1/audio-analysis/65FftemJ1DbbZ45DUfHJXE,audio_features,0.804,0.771,9.0,-4.067,0.0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253,4
9,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,ETA,2023-07-21,56v8WEnGzLByGsDAXDiv4d,spotify:track:56v8WEnGzLByGsDAXDiv4d,https://api.spotify.com/v1/tracks/56v8WEnGzLByGsDAXDiv4d,https://api.spotify.com/v1/audio-analysis/56v8WEnGzLByGsDAXDiv4d,audio_features,0.812,0.749,10.0,-6.389,0.0,0.0397,0.108,0.0,0.0599,0.841,134.971,151373,4
10,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,Cool With You,2023-07-21,02wk5BttM0QL38ERjLPQJB,spotify:track:02wk5BttM0QL38ERjLPQJB,https://api.spotify.com/v1/tracks/02wk5BttM0QL38ERjLPQJB,https://api.spotify.com/v1/audio-analysis/02wk5BttM0QL38ERjLPQJB,audio_features,0.752,0.65,5.0,-6.683,0.0,0.12,0.653,0.00136,0.105,0.532,134.993,147880,4
11,NewJeans,Ditto,spotify:album:7bnqo1fdJU9nSfXQd3bSMe,Ditto,2022-12-19,3r8RuvgbX9s7ammBn07D3W,spotify:track:3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/tracks/3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/audio-analysis/3r8RuvgbX9s7ammBn07D3W,audio_features,0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,185507,4
12,NewJeans,NewJeans 1st EP 'New Jeans',spotify:album:1HMLpmZAnNyl9pxvOnTovV,Hurt,2022-08-01,5expoVGQPvXuwBBFuNGqBd,spotify:track:5expoVGQPvXuwBBFuNGqBd,https://api.spotify.com/v1/tracks/5expoVGQPvXuwBBFuNGqBd,https://api.spotify.com/v1/audio-analysis/5expoVGQPvXuwBBFuNGqBd,audio_features,0.599,0.446,10.0,-6.511,0.0,0.0833,0.731,0.0,0.105,0.567,179.877,177947,4
13,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,New Jeans,2023-07-21,7woEDtme8YkFiWeyiinIjy,spotify:track:7woEDtme8YkFiWeyiinIjy,https://api.spotify.com/v1/tracks/7woEDtme8YkFiWeyiinIjy,https://api.spotify.com/v1/audio-analysis/7woEDtme8YkFiWeyiinIjy,audio_features,0.807,0.721,4.0,-6.211,0.0,0.0508,0.51,0.00216,0.115,0.532,134.014,108987,4
14,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,ASAP,2023-07-21,5fpyAakgFOm4YTXkgfPzvV,spotify:track:5fpyAakgFOm4YTXkgfPzvV,https://api.spotify.com/v1/tracks/5fpyAakgFOm4YTXkgfPzvV,https://api.spotify.com/v1/audio-analysis/5fpyAakgFOm4YTXkgfPzvV,audio_features,0.934,0.486,0.0,-9.561,0.0,0.164,0.466,3.73e-05,0.0963,0.372,130.052,134387,4
15,NewJeans,Zero,spotify:album:2zYcjcNUzcgMntymoukwZR,Zero,2023-04-03,5LMoKDVzW2kDneNu2UbspP,spotify:track:5LMoKDVzW2kDneNu2UbspP,https://api.spotify.com/v1/tracks/5LMoKDVzW2kDneNu2UbspP,https://api.spotify.com/v1/audio-analysis/5LMoKDVzW2kDneNu2UbspP,audio_features,0.705,0.653,1.0,-7.407,0.0,0.17,0.31,1.46e-05,0.122,0.578,171.932,154194,4
16,NewJeans,NewJeans 1st EP 'New Jeans',spotify:album:1HMLpmZAnNyl9pxvOnTovV,Hype Boy,2022-08-01,0a4MMyCrzT0En247IhqZbD,spotify:track:0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/tracks/0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/audio-analysis/0a4MMyCrzT0En247IhqZbD,audio_features,0.593,0.935,4.0,-3.43,0.0,0.225,0.268,0.0,0.286,0.783,99.976,179027,4
17,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,Get Up,2023-07-21,1wUnuiXMMvhudmzvcCtlZP,spotify:track:1wUnuiXMMvhudmzvcCtlZP,https://api.spotify.com/v1/tracks/1wUnuiXMMvhudmzvcCtlZP,https://api.spotify.com/v1/audio-analysis/1wUnuiXMMvhudmzvcCtlZP,audio_features,0.525,0.526,5.0,-7.03,1.0,0.0534,0.634,0.127,0.103,0.562,85.274,36227,3
18,NewJeans,NewJeans 1st EP 'New Jeans',spotify:album:1HMLpmZAnNyl9pxvOnTovV,Attention,2022-08-01,2pIUpMhHL6L9Z5lnKxJJr9,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,https://api.spotify.com/v1/tracks/2pIUpMhHL6L9Z5lnKxJJr9,https://api.spotify.com/v1/audio-analysis/2pIUpMhHL6L9Z5lnKxJJr9,audio_features,0.811,0.648,10.0,-3.684,0.0,0.0368,0.236,0.0,0.0761,0.695,104.988,180067,4
19,NewJeans,NewJeans 1st EP 'New Jeans',spotify:album:1HMLpmZAnNyl9pxvOnTovV,Cookie,2022-08-01,2DwUdMJ5uxv20EhAildreg,spotify:track:2DwUdMJ5uxv20EhAildreg,https://api.spotify.com/v1/tracks/2DwUdMJ5uxv20EhAildreg,https://api.spotify.com/v1/audio-analysis/2DwUdMJ5uxv20EhAildreg,audio_features,0.847,0.638,0.0,-3.764,1.0,0.0575,0.0596,0.0,0.0894,0.661,156.935,235562,4
20,NewJeans,NewJeans 'OMG',spotify:album:45ozep8uHHnj5CCittuyXj,Ditto,2023-01-02,5702raF31K9rvD6KZ6sCTo,spotify:track:5702raF31K9rvD6KZ6sCTo,https://api.spotify.com/v1/tracks/5702raF31K9rvD6KZ6sCTo,https://api.spotify.com/v1/audio-analysis/5702raF31K9rvD6KZ6sCTo,audio_features,0.814,0.641,6.0,-5.957,0.0,0.111,0.027,0.0,0.0993,0.183,133.854,185507,4
21,NewJeans,NewJeans X MY DEMON,spotify:album:31chdu7JhVd0sC9X7sURNb,Our Night is more beautiful than your Day,2023-11-24,11YovYUVkZdLyOFncbecWL,spotify:track:11YovYUVkZdLyOFncbecWL,https://api.spotify.com/v1/tracks/11YovYUVkZdLyOFncbecWL,https://api.spotify.com/v1/audio-analysis/11YovYUVkZdLyOFncbecWL,audio_features,0.487,0.346,10.0,-8.82,1.0,0.043,0.578,0.0,0.111,0.193,104.975,192412,4
22,NewJeans,NewJeans 2nd EP 'Get Up',spotify:album:4N1fROq2oeyLGAlQ1C1j18,Super Shy,2023-07-21,0kwrPQkiGVE8KTHalH1uMo,spotify:track:0kwrPQkiGVE8KTHalH1uMo,https://api.spotify.com/v1/tracks/0kwrPQkiGVE8KTHalH1uMo,https://api.spotify.com/v1/audio-analysis/0kwrPQkiGVE8KTHalH1uMo,audio_features,0.776,0.817,5.0,-6.018,0.0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4
23,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,RINGO,2023-10-18,2zRz0XfYEtsHuVfrM8KaOP,spotify:track:2zRz0XfYEtsHuVfrM8KaOP,https://api.spotify.com/v1/tracks/2zRz0XfYEtsHuVfrM8KaOP,https://api.spotify.com/v1/audio-analysis/2zRz0XfYEtsHuVfrM8KaOP,audio_features,0.78,0.921,4.0,-2.382,0.0,0.0796,0.139,0.0,0.347,0.828,119.998,209000,4
24,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Sugar-holic,2023-10-18,1Vh2ekniDHYgEsQGX76VXt,spotify:track:1Vh2ekniDHYgEsQGX76VXt,https://api.spotify.com/v1/tracks/1Vh2ekniDHYgEsQGX76VXt,https://api.spotify.com/v1/audio-analysis/1Vh2ekniDHYgEsQGX76VXt,audio_features,0.669,0.864,5.0,-3.046,0.0,0.0314,0.0448,0.0,0.12,0.751,152.085,183147,4
25,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Playlist,2023-10-18,0fDeofONl8z64x8zlrLgWR,spotify:track:0fDeofONl8z64x8zlrLgWR,https://api.spotify.com/v1/tracks/0fDeofONl8z64x8zlrLgWR,https://api.spotify.com/v1/audio-analysis/0fDeofONl8z64x8zlrLgWR,audio_features,0.753,0.917,7.0,-1.307,1.0,0.034,0.0205,0.0,0.112,0.867,125.05,224120,4
26,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,STYLE,2023-10-18,0aZ8DSEdBJbBfrNtnqgJy3,spotify:track:0aZ8DSEdBJbBfrNtnqgJy3,https://api.spotify.com/v1/tracks/0aZ8DSEdBJbBfrNtnqgJy3,https://api.spotify.com/v1/audio-analysis/0aZ8DSEdBJbBfrNtnqgJy3,audio_features,0.732,0.929,5.0,-1.252,0.0,0.0484,0.134,0.0,0.193,0.457,100.012,183547,4
27,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Voltage,2023-10-18,7s6VLoIRXAwV6seA6rn5iC,spotify:track:7s6VLoIRXAwV6seA6rn5iC,https://api.spotify.com/v1/tracks/7s6VLoIRXAwV6seA6rn5iC,https://api.spotify.com/v1/audio-analysis/7s6VLoIRXAwV6seA6rn5iC,audio_features,0.752,0.896,5.0,-2.769,0.0,0.0714,0.043,0.0,0.104,0.384,107.002,221360,4
28,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Spice,2023-10-18,2uIZvCteW9ZapDvSkfRJ69,spotify:track:2uIZvCteW9ZapDvSkfRJ69,https://api.spotify.com/v1/tracks/2uIZvCteW9ZapDvSkfRJ69,https://api.spotify.com/v1/audio-analysis/2uIZvCteW9ZapDvSkfRJ69,audio_features,0.768,0.827,9.0,-2.759,1.0,0.0382,0.132,8e-05,0.0795,0.799,143.035,191640,4
29,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Blah Blah Blah,2023-10-18,3hkxNGdl5GOOruFDsKbBoy,spotify:track:3hkxNGdl5GOOruFDsKbBoy,https://api.spotify.com/v1/tracks/3hkxNGdl5GOOruFDsKbBoy,https://api.spotify.com/v1/audio-analysis/3hkxNGdl5GOOruFDsKbBoy,audio_features,0.841,0.9,3.0,-4.155,0.0,0.182,0.0255,0.0,0.353,0.907,115.981,185533,4
30,ITZY,RINGO,spotify:album:1kRAzoCTDLqwU6nX2I2Nmc,Can't tie me down,2023-10-18,35G2DPJgdku9Mr47LqQ1J0,spotify:track:35G2DPJgdku9Mr47LqQ1J0,https://api.spotify.com/v1/tracks/35G2DPJgdku9Mr47LqQ1J0,https://api.spotify.com/v1/audio-analysis/35G2DPJgdku9Mr47LqQ1J0,audio_features,0.759,0.753,11.0,-4.209,0.0,0.0864,0.00562,0.0,0.0847,0.601,144.98,183573,4
31,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,SNEAKERS,2022-07-15,2WoluqyWzsgRmFCeHeGlnm,spotify:track:2WoluqyWzsgRmFCeHeGlnm,https://api.spotify.com/v1/tracks/2WoluqyWzsgRmFCeHeGlnm,https://api.spotify.com/v1/audio-analysis/2WoluqyWzsgRmFCeHeGlnm,audio_features,0.935,0.849,7.0,-3.047,1.0,0.0779,0.0192,0.0,0.0223,0.551,119.986,179453,4
32,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,RACER,2022-07-15,5v15IF9D4nKZbto4US7Ar1,spotify:track:5v15IF9D4nKZbto4US7Ar1,https://api.spotify.com/v1/tracks/5v15IF9D4nKZbto4US7Ar1,https://api.spotify.com/v1/audio-analysis/5v15IF9D4nKZbto4US7Ar1,audio_features,0.619,0.806,8.0,-1.276,1.0,0.101,0.0373,8.51e-06,0.362,0.619,171.975,192893,4
33,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,WHAT I WANT,2022-07-15,28E5sYRuv2gpZPEdNAwMkE,spotify:track:28E5sYRuv2gpZPEdNAwMkE,https://api.spotify.com/v1/tracks/28E5sYRuv2gpZPEdNAwMkE,https://api.spotify.com/v1/audio-analysis/28E5sYRuv2gpZPEdNAwMkE,audio_features,0.865,0.926,4.0,-2.28,0.0,0.0659,0.0541,0.0,0.366,0.541,124.034,143067,4
34,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,Free Fall,2022-07-15,3bW8vRr2qQwtmz46OEPZKk,spotify:track:3bW8vRr2qQwtmz46OEPZKk,https://api.spotify.com/v1/tracks/3bW8vRr2qQwtmz46OEPZKk,https://api.spotify.com/v1/audio-analysis/3bW8vRr2qQwtmz46OEPZKk,audio_features,0.623,0.95,0.0,-2.408,1.0,0.376,0.053,1.07e-06,0.133,0.486,177.092,179227,4
35,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,365,2022-07-15,5J0fF2lLWE6KJMzICG8OHt,spotify:track:5J0fF2lLWE6KJMzICG8OHt,https://api.spotify.com/v1/tracks/5J0fF2lLWE6KJMzICG8OHt,https://api.spotify.com/v1/audio-analysis/5J0fF2lLWE6KJMzICG8OHt,audio_features,0.818,0.725,9.0,-2.828,1.0,0.16,0.0313,0.0,0.345,0.333,145.04,185427,4
36,ITZY,CHECKMATE,spotify:album:64EGnoCD5NuC41OqQ3E7UK,DOMINO,2022-07-15,2Yi1F6c06h8HY5ZIvNRogo,spotify:track:2Yi1F6c06h8HY5ZIvNRogo,https://api.spotify.com/v1/tracks/2Yi1F6c06h8HY5ZIvNRogo,https://api.spotify.com/v1/audio-analysis/2Yi1F6c06h8HY5ZIvNRogo,audio_features,0.709,0.755,4.0,-2.801,1.0,0.0675,0.055,0.0,0.0831,0.511,141.905,186293,4
37,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,LOCO,2021-09-24,56Yxkm62GtEpnPyG7TvwLY,spotify:track:56Yxkm62GtEpnPyG7TvwLY,https://api.spotify.com/v1/tracks/56Yxkm62GtEpnPyG7TvwLY,https://api.spotify.com/v1/audio-analysis/56Yxkm62GtEpnPyG7TvwLY,audio_features,0.759,0.886,1.0,-3.067,1.0,0.187,0.0103,2.04e-05,0.342,0.489,102.065,191462,4
38,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,SWIPE,2021-09-24,5o0urLKhjQLIFMoJH5SSrY,spotify:track:5o0urLKhjQLIFMoJH5SSrY,https://api.spotify.com/v1/tracks/5o0urLKhjQLIFMoJH5SSrY,https://api.spotify.com/v1/audio-analysis/5o0urLKhjQLIFMoJH5SSrY,audio_features,0.781,0.757,1.0,-4.268,1.0,0.0547,0.00151,0.0,0.19,0.666,96.009,177893,4
39,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,Sooo LUCKY,2021-09-24,6zqZfHvp3f9r4AF6G7Nhgl,spotify:track:6zqZfHvp3f9r4AF6G7Nhgl,https://api.spotify.com/v1/tracks/6zqZfHvp3f9r4AF6G7Nhgl,https://api.spotify.com/v1/audio-analysis/6zqZfHvp3f9r4AF6G7Nhgl,audio_features,0.746,0.857,11.0,-3.089,1.0,0.0519,0.0176,0.0,0.0859,0.612,112.974,202280,4
40,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,#Twenty,2021-09-24,0deWmYkaZHaElUm15oVXkE,spotify:track:0deWmYkaZHaElUm15oVXkE,https://api.spotify.com/v1/tracks/0deWmYkaZHaElUm15oVXkE,https://api.spotify.com/v1/audio-analysis/0deWmYkaZHaElUm15oVXkE,audio_features,0.956,0.714,1.0,-5.12,1.0,0.197,0.0969,0.0,0.069,0.62,128.051,174440,4
41,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,B[OO]M-BOXX,2021-09-24,2RMQFfyDZEyF6Bm8lCdEYu,spotify:track:2RMQFfyDZEyF6Bm8lCdEYu,https://api.spotify.com/v1/tracks/2RMQFfyDZEyF6Bm8lCdEYu,https://api.spotify.com/v1/audio-analysis/2RMQFfyDZEyF6Bm8lCdEYu,audio_features,0.863,0.934,9.0,-1.643,0.0,0.0577,0.0733,4.46e-06,0.0868,0.744,124.946,193733,4
42,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,Gas Me Up,2021-09-24,3RCMSJIlIZkvJP4LFGtOtu,spotify:track:3RCMSJIlIZkvJP4LFGtOtu,https://api.spotify.com/v1/tracks/3RCMSJIlIZkvJP4LFGtOtu,https://api.spotify.com/v1/audio-analysis/3RCMSJIlIZkvJP4LFGtOtu,audio_features,0.727,0.874,0.0,-2.629,1.0,0.286,0.00958,0.0,0.141,0.33,177.17,149453,4
43,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,LOVE is,2021-09-24,3ppdTc5q8S2Mn8FpD97CTQ,spotify:track:3ppdTc5q8S2Mn8FpD97CTQ,https://api.spotify.com/v1/tracks/3ppdTc5q8S2Mn8FpD97CTQ,https://api.spotify.com/v1/audio-analysis/3ppdTc5q8S2Mn8FpD97CTQ,audio_features,0.706,0.84,11.0,-2.728,1.0,0.108,0.05,0.0,0.0743,0.636,154.034,207160,4
44,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,Chillin' Chillin',2021-09-24,6g5nc2mO1KFqd2XbneHshB,spotify:track:6g5nc2mO1KFqd2XbneHshB,https://api.spotify.com/v1/tracks/6g5nc2mO1KFqd2XbneHshB,https://api.spotify.com/v1/audio-analysis/6g5nc2mO1KFqd2XbneHshB,audio_features,0.584,0.897,9.0,-2.795,1.0,0.108,0.0283,0.0,0.0687,0.701,170.001,206600,4
45,ITZY,CRAZY IN LOVE,spotify:album:4U7rGOkJgtxs27H9L93Xli,Mirror,2021-09-24,7hwBAcUNcMFqNL2ZdyUexn,spotify:track:7hwBAcUNcMFqNL2ZdyUexn,https://api.spotify.com/v1/tracks/7hwBAcUNcMFqNL2ZdyUexn,https://api.spotify.com/v1/audio-analysis/7hwBAcUNcMFqNL2ZdyUexn,audio_features,0.489,0.832,4.0,-3.212,1.0,0.119,0.0721,0.0,0.19,0.162,159.319,258680,4
46,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,WANNABE,2020-03-09,4pspYVQGFHLPEFgQPD1J7e,spotify:track:4pspYVQGFHLPEFgQPD1J7e,https://api.spotify.com/v1/tracks/4pspYVQGFHLPEFgQPD1J7e,https://api.spotify.com/v1/audio-analysis/4pspYVQGFHLPEFgQPD1J7e,audio_features,0.809,0.911,6.0,-4.41,0.0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242,4
47,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,THAT’S A NO NO,2020-03-09,0q1NTsO5b93R97JdQxtFGx,spotify:track:0q1NTsO5b93R97JdQxtFGx,https://api.spotify.com/v1/tracks/0q1NTsO5b93R97JdQxtFGx,https://api.spotify.com/v1/audio-analysis/0q1NTsO5b93R97JdQxtFGx,audio_features,0.778,0.924,2.0,-4.915,1.0,0.0788,0.0151,1.93e-05,0.183,0.776,120.048,180180,4
48,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,NOBODY LIKE YOU,2020-03-09,4YUqGDMd1yJAa5i2ShysI6,spotify:track:4YUqGDMd1yJAa5i2ShysI6,https://api.spotify.com/v1/tracks/4YUqGDMd1yJAa5i2ShysI6,https://api.spotify.com/v1/audio-analysis/4YUqGDMd1yJAa5i2ShysI6,audio_features,0.693,0.868,7.0,-5.321,1.0,0.065,0.0359,0.0,0.193,0.716,90.024,197125,4
49,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,YOU MAKE ME,2020-03-09,3ehpqyAGlcbI6Qx2bbawcx,spotify:track:3ehpqyAGlcbI6Qx2bbawcx,https://api.spotify.com/v1/tracks/3ehpqyAGlcbI6Qx2bbawcx,https://api.spotify.com/v1/audio-analysis/3ehpqyAGlcbI6Qx2bbawcx,audio_features,0.703,0.723,1.0,-5.306,0.0,0.0858,0.0264,0.000227,0.0633,0.606,170.055,183164,4
50,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,I DON’T WANNA DANCE,2020-03-09,4WzPXQ6z0JhJWyc43cAMMX,spotify:track:4WzPXQ6z0JhJWyc43cAMMX,https://api.spotify.com/v1/tracks/4WzPXQ6z0JhJWyc43cAMMX,https://api.spotify.com/v1/audio-analysis/4WzPXQ6z0JhJWyc43cAMMX,audio_features,0.799,0.885,11.0,-5.537,0.0,0.0761,0.0235,0.0201,0.365,0.804,124.023,189813,4
51,ITZY,IT'z ME,spotify:album:7ynKAohxfwPUZzvU8f1p1U,24HRS,2020-03-09,5aNuBrqbdJ8r9qFZHliWxR,spotify:track:5aNuBrqbdJ8r9qFZHliWxR,https://api.spotify.com/v1/tracks/5aNuBrqbdJ8r9qFZHliWxR,https://api.spotify.com/v1/audio-analysis/5aNuBrqbdJ8r9qFZHliWxR,audio_features,0.932,0.614,11.0,-5.967,0.0,0.208,0.0502,0.0,0.386,0.795,99.994,127406,4
52,ITZY,KILL MY DOUBT,spotify:album:6P01cKb7sdwfnNpuMLNEik,CAKE,2023-07-31,3syxwxJqX5jpgjNYmvzdW6,spotify:track:3syxwxJqX5jpgjNYmvzdW6,https://api.spotify.com/v1/tracks/3syxwxJqX5jpgjNYmvzdW6,https://api.spotify.com/v1/audio-analysis/3syxwxJqX5jpgjNYmvzdW6,audio_features,0.801,0.758,7.0,-4.31,1.0,0.0445,0.0663,4.1e-06,0.0431,0.576,103.07,198887,4
53,ITZY,Not Shy,spotify:album:5NN55LKbjzX16a7Uf8u7Os,Not Shy,2020-08-17,1ehags7lQMM1qX94VJkoaf,spotify:track:1ehags7lQMM1qX94VJkoaf,https://api.spotify.com/v1/tracks/1ehags7lQMM1qX94VJkoaf,https://api.spotify.com/v1/audio-analysis/1ehags7lQMM1qX94VJkoaf,audio_features,0.776,0.911,2.0,-3.08,0.0,0.131,0.155,2.59e-06,0.268,0.56,101.027,177728,4
54,ITZY,GUESS WHO,spotify:album:4lS8nhX8cplsYPzKjvhw6G,In the morning,2021-04-30,1Wcr8zrKqbUX0zwN8Dbr16,spotify:track:1Wcr8zrKqbUX0zwN8Dbr16,https://api.spotify.com/v1/tracks/1Wcr8zrKqbUX0zwN8Dbr16,https://api.spotify.com/v1/audio-analysis/1Wcr8zrKqbUX0zwN8Dbr16,audio_features,0.846,0.814,6.0,-4.685,0.0,0.149,0.0823,0.00094,0.13,0.722,140.055,172373,4
55,ITZY,CHESHIRE,spotify:album:2a1ezg7hE6Dyuymv1aCnkm,Cheshire,2022-11-30,7ixVW7RobslvMrvlzHYLha,spotify:track:7ixVW7RobslvMrvlzHYLha,https://api.spotify.com/v1/tracks/7ixVW7RobslvMrvlzHYLha,https://api.spotify.com/v1/audio-analysis/7ixVW7RobslvMrvlzHYLha,audio_features,0.79,0.838,7.0,-3.183,1.0,0.0501,0.332,7.07e-06,0.357,0.738,98.966,182453,4
